sample	purity
TCGA-06-0882-01	0.659606134994391
TCGA-06-1804-01	0.870379259385868
TCGA-06-2557-01	0.737011657823023
TCGA-06-2558-01	0.852503428240949
TCGA-06-2559-01	0.903637352645543
TCGA-06-2561-01	0.643430137060436
TCGA-06-2562-01	0.791393268744777
TCGA-06-2563-01	0.88192078292378
TCGA-06-2564-01	0.822135688695435
TCGA-06-2565-01	0.92042158309578
TCGA-06-2567-01	0.814022701135114
TCGA-06-2569-01	0.945658145524798
TCGA-06-2570-01	0.877471788754031
TCGA-06-5408-01	0.910688608950802
TCGA-06-5411-01	0.766838431137361
TCGA-06-5412-01	0.474986750928591
TCGA-06-5413-01	0.767097163912693
TCGA-06-5414-01	0.807436476155226
TCGA-06-5416-01	0.886929044317549
TCGA-06-5418-01	0.824333944805516
TCGA-06-5856-01	0.888013563827597
TCGA-06-5858-01	0.929183186838721
TCGA-06-5859-01	0.819097985718013
TCGA-08-0386-01	0.926158701038407
TCGA-09-0364-01	0.944995671148188
TCGA-09-0366-01	0.743127232573105
TCGA-09-0367-01	0.831057365307833
TCGA-09-0369-01	0.918268164903619
TCGA-09-1659-01	0.892204186974194
TCGA-09-1661-01	0.892324365940755
TCGA-09-1662-01	0.864737825822431
TCGA-09-1665-01	0.913997521883139
TCGA-09-1666-01	0.924957350280384
TCGA-09-1667-01	0.805646788152036
TCGA-09-1668-01	0.801039367301173
TCGA-09-1669-01	0.913304158402462
TCGA-09-1673-01	0.909922548952857
TCGA-09-2044-01	0.890789087121841
TCGA-09-2045-01	0.938851894388847
TCGA-09-2048-01	0.991537989992287
TCGA-09-2051-01	0.834186751306128
TCGA-09-2053-01	0.857345073117362
TCGA-09-2054-01	0.905824336751671
TCGA-09-2056-01	0.901362685817115
TCGA-10-0927-01	0.897660609316267
TCGA-10-0928-01	0.970154160900136
TCGA-10-0931-01	0.933573788966924
TCGA-10-0933-01	0.943799374023387
TCGA-10-0936-01	0.932933718750942
TCGA-10-0937-01	0.906667990511181
TCGA-10-0938-01	0.97999594958828
TCGA-12-0616-01	0.883336312298497
TCGA-12-0618-01	0.961882583562068
TCGA-12-0619-01	0.796649366840086
TCGA-12-0821-01	0.922855605953956
TCGA-12-3650-01	0.899928014083217
TCGA-12-3652-01	0.940692842312528
TCGA-12-3653-01	0.914542961395636
TCGA-12-5295-01	0.784559466749018
TCGA-12-5299-01	0.890889332634585
TCGA-13-0714-01	0.817859700891152
TCGA-13-0720-01	0.955954754851906
TCGA-13-0724-01	0.900181905139275
TCGA-13-0725-01	0.83086518197743
TCGA-13-0726-01	0.837377337516234
TCGA-13-0727-01	0.900712623277402
TCGA-13-0730-01	0.895727908445522
TCGA-13-0762-01	0.881065255465243
TCGA-13-0766-01	0.851866778667488
TCGA-13-0768-01	0.405101977977249
TCGA-13-0795-01	0.643349890416217
TCGA-13-0797-01	0.920228108760367
TCGA-13-0800-01	0.899808250093358
TCGA-13-0804-01	0.87301332503922
TCGA-13-0883-01	0.771684092385384
TCGA-13-0884-01	0.729267886890409
TCGA-13-0885-01	0.649315317325998
TCGA-13-0886-01	0.688950563566415
TCGA-13-0887-01	0.930315185220594
TCGA-13-0888-01	0.893494580493209
TCGA-13-0891-01	0.941431120157195
TCGA-13-0893-01	0.807426794835589
TCGA-13-0897-01	0.846685913347615
TCGA-13-0900-01	0.827994555568309
TCGA-13-0901-01	0.844261218430047
TCGA-13-0905-01	0.958226935627788
TCGA-13-0906-01	0.925877320862429
TCGA-13-0908-01	0.735146189019152
TCGA-13-0911-01	0.693200661210356
TCGA-13-0916-01	0.926915269804021
TCGA-13-0923-01	0.870220115300801
TCGA-13-0924-01	0.730937395160755
TCGA-13-1403-01	0.94324824811734
TCGA-13-1404-01	0.898647398309381
TCGA-13-1405-01	0.777484900060689
TCGA-13-1407-01	0.984896983604195
TCGA-13-1408-01	0.641485884966985
TCGA-13-1409-01	0.962191060931518
TCGA-13-1410-01	0.856800370143246
TCGA-13-1411-01	0.499383610768529
TCGA-13-1477-01	0.94301772593787
TCGA-13-1483-01	0.833061150507672
TCGA-13-1485-01	0.791956826334446
TCGA-13-1487-01	0.896700839436689
TCGA-13-1488-01	0.828153561365841
TCGA-13-1489-01	0.937611174287636
TCGA-13-1492-01	0.990842186125272
TCGA-13-1495-01	0.892124761925556
TCGA-13-1496-01	0.845528013052429
TCGA-13-1497-01	0.894477120945739
TCGA-13-1498-01	0.888349314533657
TCGA-13-1499-01	0.586191772042635
TCGA-13-1501-01	0.785134679874044
TCGA-13-1505-01	0.89193722093049
TCGA-13-1506-01	0.959126694478232
TCGA-13-1507-01	0.758994096178838
TCGA-13-1509-01	0.835551372521506
TCGA-13-1510-01	0.923922753902091
TCGA-13-1511-01	0.912647349042697
TCGA-13-1512-01	0.871069145109887
TCGA-13-2060-01	0.762661083410705
TCGA-13-A5FT-01	0.921954864589467
TCGA-14-0736-02	0.596228910993758
TCGA-14-0781-01	0.491353179494499
TCGA-14-0787-01	0.869989742880623
TCGA-14-0789-01	0.660693462115935
TCGA-14-0790-01	0.950894814870773
TCGA-14-0817-01	0.787901886930322
TCGA-14-0871-01	0.951782771026063
TCGA-14-1034-01	0.684273930151385
TCGA-14-1034-02	0.979286929135011
TCGA-14-1823-01	0.709937122932828
TCGA-14-1825-01	0.922421854452839
TCGA-14-1829-01	0.741778220922249
TCGA-14-2554-01	0.822423535731368
TCGA-15-0742-01	0.943493135361158
TCGA-15-1444-01	0.718523172575639
TCGA-16-0846-01	0.741980266229403
TCGA-16-1045-01	0.589128338399848
TCGA-18-3406-01	0.596650805667785
TCGA-18-3407-01	0.563685549194561
TCGA-18-3408-01	0.79994366154553
TCGA-18-3409-01	0.610202760690681
TCGA-18-3410-01	0.725695220119206
TCGA-18-3411-01	0.677764875627761
TCGA-18-3412-01	0.842336884041174
TCGA-18-3414-01	0.82382046663581
TCGA-18-3415-01	0.643047470361528
TCGA-18-3416-01	0.651551507108365
TCGA-18-3417-01	0.545290368899543
TCGA-18-3419-01	0.729641204603593
TCGA-18-3421-01	0.666740056887994
TCGA-18-4083-01	0.779301283707256
TCGA-18-4086-01	0.71088663498952
TCGA-18-4721-01	0.55824678302471
TCGA-18-5592-01	0.894745376929637
TCGA-18-5595-01	0.918641296384137
TCGA-19-1390-01	0.888384205795654
TCGA-19-1787-01	0.866343949311958
TCGA-19-2619-01	0.929369247642077
TCGA-19-2620-01	0.783475474942336
TCGA-19-2624-01	0.96572186080456
TCGA-19-2625-01	0.787563580714436
TCGA-19-2629-01	0.729646102047509
TCGA-19-4065-01	0.60939466406949
TCGA-19-4065-02	0.651765089043988
TCGA-19-5960-01	0.979823987822751
TCGA-20-0987-01	0.613288656354212
TCGA-20-0991-01	0.617952103859291
TCGA-20-1682-01	0.833283222136234
TCGA-20-1683-01	0.927818299492384
TCGA-20-1686-01	0.889472774752194
TCGA-20-1687-01	0.822318565154684
TCGA-21-1070-01	0.62751856350695
TCGA-21-1071-01	0.573610151027201
TCGA-21-1072-01	0.839374374645225
TCGA-21-1075-01	0.867962687708052
TCGA-21-1076-01	0.369609747076011
TCGA-21-1077-01	0.600864481141416
TCGA-21-1078-01	0.954515719582353
TCGA-21-1079-01	0.72208033939228
TCGA-21-1080-01	0.846379851763386
TCGA-21-1081-01	0.700757113615543
TCGA-21-1082-01	0.757349159348906
TCGA-21-1083-01	0.713931959305545
TCGA-21-5782-01	0.676400118651937
TCGA-21-5783-01	0.744606178978555
TCGA-21-5784-01	0.48406080502505
TCGA-21-5786-01	0.742577768552397
TCGA-21-5787-01	0.621940840511415
TCGA-21-A5DI-01	0.62610308414947
TCGA-22-0940-01	0.557651281836918
TCGA-22-0944-01	0.810917161568718
TCGA-22-1000-01	0.358212315467967
TCGA-22-1002-01	0.57660689324622
TCGA-22-1005-01	0.343327921215949
TCGA-22-1011-01	0.561530451431366
TCGA-22-1012-01	0.608311336966109
TCGA-22-1016-01	0.517361915011411
TCGA-22-1017-01	0.606951935573321
TCGA-22-4591-01	0.843859549856507
TCGA-22-4593-01	0.820186207853677
TCGA-22-4594-01	0.478574308408413
TCGA-22-4595-01	0.61664384660817
TCGA-22-4596-01	0.603425807945127
TCGA-22-4599-01	0.606082990011306
TCGA-22-4601-01	0.858184472125729
TCGA-22-4604-01	0.756651225101173
TCGA-22-4605-01	0.498553825418071
TCGA-22-4607-01	0.736737933626548
TCGA-22-4609-01	0.549288804176488
TCGA-22-4613-01	0.726188981128817
TCGA-22-5471-01	0.628873931982828
TCGA-22-5472-01	0.752453974219881
TCGA-22-5473-01	0.745106210241088
TCGA-22-5474-01	0.650499579892553
TCGA-22-5477-01	0.837500081364986
TCGA-22-5478-01	0.628420578936368
TCGA-22-5479-01	0.584986435225179
TCGA-22-5480-01	0.745478568956034
TCGA-22-5481-01	0.788929003776524
TCGA-22-5482-01	0.794521111908612
TCGA-22-5483-01	0.764921757143175
TCGA-22-5485-01	0.823663982704151
TCGA-22-5489-01	0.523963576108132
TCGA-22-5491-01	0.816283420716851
TCGA-22-5492-01	0.661096101953712
TCGA-22-A5C4-01	0.816297619754311
TCGA-23-1021-01	0.942277150200956
TCGA-23-1022-01	0.938739428282769
TCGA-23-1023-01	0.732390661691893
TCGA-23-1024-01	0.871903620167789
TCGA-23-1026-01	0.806032850777938
TCGA-23-1027-01	0.833814246359609
TCGA-23-1028-01	0.887572968305248
TCGA-23-1029-01	0.896157041370296
TCGA-23-1030-01	0.902722452447668
TCGA-23-1109-01	0.903521305388322
TCGA-23-1110-01	0.984596905124571
TCGA-23-1111-01	0.908036881588107
TCGA-23-1113-01	0.945989842324913
TCGA-23-1114-01	0.870489021623003
TCGA-23-1116-01	0.527549698432522
TCGA-23-1118-01	0.852719342101299
TCGA-23-1119-01	0.61445782802159
TCGA-23-1120-01	0.901374938709858
TCGA-23-1123-01	0.834961789397632
TCGA-23-1809-01	0.890697016887132
TCGA-23-2077-01	0.677743201749192
TCGA-23-2078-01	0.724044087160499
TCGA-23-2084-01	0.786950855867416
TCGA-24-0966-01	0.958771564118408
TCGA-24-0968-01	0.588725496446962
TCGA-24-0970-01	0.799199253297459
TCGA-24-0979-01	0.86287835872742
TCGA-24-0982-01	0.85582532292536
TCGA-24-1103-01	0.976635972111266
TCGA-24-1104-01	0.801270825148672
TCGA-24-1105-01	0.836600454514297
TCGA-24-1413-01	0.946526323691305
TCGA-24-1416-01	0.892777129062389
TCGA-24-1417-01	0.746657781955245
TCGA-24-1418-01	0.845235424802174
TCGA-24-1419-01	0.987578386095974
TCGA-24-1422-01	0.709798174104081
TCGA-24-1423-01	0.938143922739966
TCGA-24-1424-01	0.845744393716624
TCGA-24-1425-01	0.714456206303946
TCGA-24-1426-01	0.95132620795934
TCGA-24-1427-01	0.692545970790146
TCGA-24-1428-01	0.84686182505068
TCGA-24-1430-01	0.977671640344038
TCGA-24-1431-01	0.915552597707149
TCGA-24-1434-01	0.668076475896862
TCGA-24-1435-01	0.767817095819955
TCGA-24-1464-01	0.896633128684529
TCGA-24-1467-01	0.872550406720811
TCGA-24-1469-01	0.922902106722918
TCGA-24-1470-01	0.836846451720149
TCGA-24-1471-01	0.920863200881717
TCGA-24-1474-01	0.854944238944723
TCGA-24-1544-01	0.962931833908572
TCGA-24-1546-01	0.706466662635077
TCGA-24-1549-01	0.894269517968507
TCGA-24-1550-01	0.769381925494536
TCGA-24-1551-01	0.824536696340658
TCGA-24-1552-01	0.94087972279453
TCGA-24-1553-01	0.722328229260326
TCGA-24-1557-01	0.933601408860434
TCGA-24-1558-01	0.943396364701352
TCGA-24-1562-01	0.863828301939909
TCGA-24-1563-01	0.83475576486732
TCGA-24-1565-01	0.854367104636269
TCGA-24-1567-01	0.969108405592715
TCGA-24-1603-01	0.964372743027289
TCGA-24-1604-01	0.883483804346942
TCGA-24-1616-01	0.88862316559675
TCGA-24-1842-01	0.761823473524352
TCGA-24-1843-01	0.816364083496584
TCGA-24-1844-01	0.923985383345713
TCGA-24-1845-01	0.908834586707637
TCGA-24-1846-01	0.88543768398858
TCGA-24-1847-01	0.665864785387022
TCGA-24-1850-01	0.8235687967139
TCGA-24-1923-01	0.643685603262473
TCGA-24-1928-01	0.767159441589367
TCGA-24-1930-01	0.697715203143392
TCGA-24-2020-01	0.970771775207202
TCGA-24-2023-01	0.934536098247045
TCGA-24-2024-01	0.919262950540215
TCGA-24-2026-01	0.833929485477952
TCGA-24-2027-01	0.945963647873448
TCGA-24-2033-01	0.870821039729579
TCGA-24-2035-01	0.644058649886915
TCGA-24-2036-01	0.962999902950987
TCGA-24-2038-01	0.971893469380945
TCGA-24-2254-01	0.850039773587258
TCGA-24-2261-01	0.77295297872915
TCGA-24-2262-01	0.802810039173634
TCGA-24-2267-01	0.682008707417877
TCGA-24-2271-01	0.76074685937761
TCGA-24-2280-01	0.720285229722832
TCGA-24-2281-01	0.678700378241192
TCGA-24-2288-01	0.684010334345421
TCGA-24-2289-01	0.694198049637746
TCGA-24-2290-01	0.844713151371153
TCGA-24-2293-01	0.5423442668434
TCGA-24-2297-01	0.987808623899453
TCGA-24-2298-01	0.81398076483851
TCGA-25-1312-01	0.882257265175647
TCGA-25-1313-01	0.691305101085553
TCGA-25-1315-01	0.969180929996598
TCGA-25-1316-01	0.978739419891915
TCGA-25-1317-01	0.865922037345322
TCGA-25-1318-01	0.735301061908944
TCGA-25-1319-01	0.907872042485466
TCGA-25-1320-01	0.70822277602539
TCGA-25-1321-01	0.882059550527135
TCGA-25-1322-01	0.818617584588029
TCGA-25-1323-01	0.845747981900024
TCGA-25-1329-01	0.854107872153767
TCGA-25-1623-01	0.527479220539505
TCGA-25-1626-01	0.474021034322422
TCGA-25-1627-01	0.925369637248835
TCGA-25-1628-01	0.69025492740469
TCGA-25-1630-01	0.642732025201492
TCGA-25-1631-01	0.930693394678619
TCGA-25-1632-01	0.982770843295706
TCGA-25-1633-01	0.705245606334536
TCGA-25-1634-01	0.924778299602631
TCGA-25-1635-01	0.752416117371965
TCGA-25-1870-01	0.897166942726043
TCGA-25-1877-01	0.950999082186762
TCGA-25-2042-01	0.605646608350077
TCGA-25-2391-01	0.917538632131002
TCGA-25-2392-01	0.695748580578381
TCGA-25-2393-01	0.899374870482797
TCGA-25-2396-01	0.875788163655445
TCGA-25-2398-01	0.712928809669388
TCGA-25-2399-01	0.853995103652939
TCGA-25-2400-01	0.898020642280902
TCGA-25-2401-01	0.656852640592899
TCGA-25-2404-01	0.751779545243936
TCGA-25-2409-01	0.782067396558868
TCGA-26-1442-01	0.866642612528001
TCGA-26-5132-01	0.897609447162176
TCGA-26-5133-01	0.928715029475676
TCGA-26-5134-01	0.927549577825739
TCGA-26-5135-01	0.832207094940788
TCGA-26-5136-01	0.826761825428026
TCGA-26-5139-01	0.842305962303701
TCGA-27-1830-01	0.751580412577667
TCGA-27-1831-01	0.747146191846229
TCGA-27-1832-01	0.688888021574067
TCGA-27-1834-01	0.789562198138217
TCGA-27-1835-01	0.920201066404295
TCGA-27-1837-01	0.849743855588258
TCGA-27-2519-01	0.742312554067096
TCGA-27-2521-01	0.939656638953561
TCGA-27-2523-01	0.94024381844709
TCGA-27-2524-01	0.822122567129425
TCGA-27-2526-01	0.872434735441673
TCGA-27-2528-01	0.856073318926489
TCGA-28-1747-01	0.828051837459711
TCGA-28-1753-01	0.677058658267489
TCGA-28-2509-01	0.823052025828713
TCGA-28-2510-01	0.609883155502168
TCGA-28-2513-01	0.514938993630371
TCGA-28-2514-01	0.909691948410512
TCGA-28-5204-01	0.896030147466043
TCGA-28-5207-01	0.810515972158584
TCGA-28-5208-01	0.868071287604344
TCGA-28-5209-01	0.930295599417547
TCGA-28-5213-01	0.561246853099414
TCGA-28-5215-01	0.789975900188604
TCGA-28-5216-01	0.882372731913564
TCGA-28-5218-01	0.619494053938838
TCGA-28-5220-01	0.886600092758905
TCGA-29-1688-01	0.82512132198504
TCGA-29-1690-01	0.789077445214839
TCGA-29-1691-01	0.929187831357402
TCGA-29-1693-01	0.833212658331525
TCGA-29-1694-01	0.841357518100644
TCGA-29-1695-01	0.715422616681107
TCGA-29-1696-01	0.963053427969935
TCGA-29-1697-01	0.988600376811155
TCGA-29-1701-01	0.782889202346212
TCGA-29-1703-01	0.94246883299577
TCGA-29-1705-01	0.830585025756804
TCGA-29-1710-01	0.590028073304156
TCGA-29-1711-01	0.853005589885688
TCGA-29-1761-01	0.858687563858605
TCGA-29-1762-01	0.932408024658824
TCGA-29-1763-01	0.831257598400565
TCGA-29-1766-01	0.707812221315026
TCGA-29-1768-01	0.603021550744101
TCGA-29-1769-01	0.887741666340695
TCGA-29-1770-01	0.811713424192524
TCGA-29-1774-01	0.92805112259322
TCGA-29-1776-01	0.902286761937786
TCGA-29-1777-01	0.822668751836511
TCGA-29-1778-01	0.806843626188125
TCGA-29-1781-01	0.776656807976032
TCGA-29-1783-01	0.776949441926154
TCGA-29-1784-01	0.790810094699468
TCGA-29-1785-01	0.853450706965858
TCGA-29-2414-01	0.901000589363816
TCGA-29-2425-01	0.931256878181802
TCGA-29-2427-01	0.685244018719382
TCGA-29-2428-01	0.829222400505199
TCGA-29-A5NZ-01	0.89756648083129
TCGA-2A-A8VL-01	0.74338992079178
TCGA-2A-A8VO-01	0.757974309789123
TCGA-2A-A8VT-01	0.770069805325216
TCGA-2A-A8VV-01	0.913153008730569
TCGA-2A-A8VX-01	0.947710167502956
TCGA-2A-A8W1-01	0.969133183320915
TCGA-2A-A8W3-01	0.705042780483766
TCGA-2A-AAYF-01	0.912422510855249
TCGA-2A-AAYO-01	0.807899850859568
TCGA-2A-AAYU-01	0.902243419336572
TCGA-2E-A9G8-01	0.953419972527243
TCGA-2F-A9KO-01	0.595749248569135
TCGA-2F-A9KP-01	0.817770197549883
TCGA-2F-A9KQ-01	0.971980487802665
TCGA-2F-A9KR-01	0.935394307586617
TCGA-2F-A9KT-01	0.685837264904171
TCGA-2F-A9KW-01	0.737536458252868
TCGA-2H-A9GF-01	0.797089634544178
TCGA-2H-A9GI-01	0.776058575912745
TCGA-2H-A9GJ-01	0.909431689686909
TCGA-2H-A9GK-01	0.622187773031823
TCGA-2H-A9GL-01	0.801079372227914
TCGA-2H-A9GN-01	0.840481257271538
TCGA-2H-A9GO-01	0.774937916111811
TCGA-2H-A9GQ-01	0.917149593992504
TCGA-2H-A9GR-01	0.736231611255468
TCGA-2J-AAB1-01	0.592400861443034
TCGA-2J-AAB4-01	0.548910540241374
TCGA-2J-AAB6-01	0.66207995466912
TCGA-2J-AAB8-01	0.530285418814431
TCGA-2J-AAB9-01	0.540202521439569
TCGA-2J-AABA-01	0.563714897264966
TCGA-2J-AABE-01	0.585972856414156
TCGA-2J-AABF-01	0.491782394605783
TCGA-2J-AABH-01	0.665943342187479
TCGA-2J-AABI-01	0.754736911855728
TCGA-2J-AABO-01	0.539608197164939
TCGA-2J-AABP-01	0.543243404817976
TCGA-2J-AABT-01	0.451801629681253
TCGA-2J-AABU-01	0.674897385516863
TCGA-2J-AABV-01	0.565910993695141
TCGA-2K-A9WE-01	0.440067969592977
TCGA-2L-AAQA-01	0.756290296753531
TCGA-2L-AAQE-01	0.617193298137689
TCGA-2L-AAQI-01	0.585020662717235
TCGA-2L-AAQJ-01	0.637523819371447
TCGA-2L-AAQL-01	0.499711631652961
TCGA-2L-AAQM-01	0.91145422580167
TCGA-2V-A95S-01	0.611385045759289
TCGA-2Y-A9GS-01	0.804433070088043
TCGA-2Y-A9GT-01	0.677389733401851
TCGA-2Y-A9GU-01	0.859740040738882
TCGA-2Y-A9GV-01	0.74756608523112
TCGA-2Y-A9GW-01	0.640269630882935
TCGA-2Y-A9GX-01	0.491263156172098
TCGA-2Y-A9GY-01	0.68938234071557
TCGA-2Y-A9GZ-01	0.873256230882651
TCGA-2Y-A9H0-01	0.892586944039483
TCGA-2Y-A9H1-01	0.812576958708682
TCGA-2Y-A9H2-01	0.737088145216606
TCGA-2Y-A9H3-01	0.570246109522325
TCGA-2Y-A9H4-01	0.86578428839518
TCGA-2Y-A9H5-01	0.823932036519084
TCGA-2Y-A9H6-01	0.754792667918886
TCGA-2Y-A9H7-01	0.902276583430931
TCGA-2Y-A9H8-01	0.783505897659171
TCGA-2Y-A9H9-01	0.901491908738611
TCGA-2Y-A9HA-01	0.872828948327092
TCGA-2Y-A9HB-01	0.774829031840776
TCGA-2Z-A9J1-01	0.819654182561636
TCGA-2Z-A9J2-01	0.7539311574706
TCGA-2Z-A9J3-01	0.947704795984425
TCGA-2Z-A9J5-01	0.69229448478549
TCGA-2Z-A9J6-01	0.848839315604284
TCGA-2Z-A9J7-01	0.967357674362827
TCGA-2Z-A9J8-01	0.903254981207348
TCGA-2Z-A9J9-01	0.794103577014678
TCGA-2Z-A9JD-01	0.878646270508969
TCGA-2Z-A9JE-01	0.957084745343936
TCGA-2Z-A9JG-01	0.900370330274198
TCGA-2Z-A9JI-01	0.636865811170336
TCGA-2Z-A9JJ-01	0.840187918657168
TCGA-2Z-A9JK-01	0.616354979228185
TCGA-2Z-A9JL-01	0.847441473762431
TCGA-2Z-A9JM-01	0.743550239370531
TCGA-2Z-A9JN-01	0.820640189534132
TCGA-2Z-A9JO-01	0.777827256328217
TCGA-2Z-A9JP-01	0.832803754889374
TCGA-2Z-A9JQ-01	0.868021068712736
TCGA-2Z-A9JR-01	0.785881039656652
TCGA-2Z-A9JS-01	0.91215331629026
TCGA-2Z-A9JT-01	0.688950264485831
TCGA-30-1714-01	0.939910140022788
TCGA-30-1718-01	0.725070469496705
TCGA-30-1853-01	0.999704837449685
TCGA-30-1857-01	0.750983418705057
TCGA-30-1860-01	0.800538667385741
TCGA-30-1861-01	0.821546539913966
TCGA-30-1862-01	0.812786109449707
TCGA-30-1866-01	0.899923618602506
TCGA-30-1891-01	0.797866413701039
TCGA-30-1892-01	0.735014786621488
TCGA-31-1944-01	0.850955037124807
TCGA-31-1946-01	0.750963305809807
TCGA-31-1950-01	0.710567924556892
TCGA-31-1951-01	0.811362855402961
TCGA-31-1953-01	0.678175005377494
TCGA-31-1956-01	0.62790954300199
TCGA-31-1959-01	0.702853894529088
TCGA-32-1970-01	0.902550855898275
TCGA-32-1980-01	0.471849232478172
TCGA-32-1982-01	0.683021925200433
TCGA-32-2615-01	0.840444700876618
TCGA-32-2616-01	0.867508152892516
TCGA-32-2632-01	0.685429449408862
TCGA-32-2634-01	0.921916848804034
TCGA-32-2638-01	0.815360005881439
TCGA-32-4213-01	0.708333228468376
TCGA-32-5222-01	0.707895222552828
TCGA-33-4532-01	0.771910084442575
TCGA-33-4533-01	0.804957821452571
TCGA-33-4538-01	0.764869903220657
TCGA-33-4547-01	0.673285683952516
TCGA-33-4566-01	0.664404818749111
TCGA-33-4582-01	0.755955598748263
TCGA-33-4583-01	0.730778854399816
TCGA-33-4586-01	0.680192031022007
TCGA-33-4587-01	0.923222434160388
TCGA-33-4589-01	0.497368262077308
TCGA-33-6737-01	0.661286424472364
TCGA-33-6738-01	0.740987478542609
TCGA-33-A4WN-01	0.668705806663557
TCGA-33-A5GW-01	0.904476351895609
TCGA-33-AAS8-01	0.813830008171252
TCGA-33-AASB-01	0.718138475530332
TCGA-33-AASD-01	0.821763447407184
TCGA-33-AASI-01	0.71725151548904
TCGA-33-AASJ-01	0.794617494346122
TCGA-33-AASL-01	0.691387794029865
TCGA-34-2596-01	0.761177569571249
TCGA-34-2600-01	0.917377434660206
TCGA-34-2608-01	0.460380983386815
TCGA-34-5231-01	0.790057912411643
TCGA-34-5232-01	0.545376251000634
TCGA-34-5234-01	0.354283265111789
TCGA-34-5236-01	0.468418300976758
TCGA-34-5239-01	0.558873017863038
TCGA-34-5240-01	0.756421355907878
TCGA-34-5241-01	0.787260849371329
TCGA-34-5927-01	0.868897595811484
TCGA-34-5928-01	0.57108441838742
TCGA-34-5929-01	0.82602376313635
TCGA-34-7107-01	0.710711842264943
TCGA-34-8454-01	0.584060195721478
TCGA-34-8455-01	0.67378844427805
TCGA-34-8456-01	0.778198755221587
